,msa,state,fips,FIPS,CBSA,sex,q7_family_members,NO family,Family Available,usborn1a,q17,q38,party,ideo,qe3,age,educ,hisp,race,relig,income,phoneuse,recage,receduc,racethn,weight
82,35620,New York,36061,36061,35620,Female,None,1,0,"Yes, born in U.S.",Arizona,North Carolina,Democrat,Moderate,Part-time,33,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Nothing in particular,Don't know/Refused,Dual/most cell,25-34,COLLEGE+,White~H,2.6875
83,35620,New York,36061,36061,35620,Female,11 up to 20,0,1,"Yes, born in U.S.",New York,New York,Democrat,Moderate,Full-time,33,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Jewish (Judaism),"$50,000 to under $75,000","Dual/few, some cell",25-34,COLLEGE+,White~H,4.716981132
84,35620,New York,36061,36061,35620,Female,1 up to 5,0,1,"Yes, born in U.S.",New York,Florida,Democrat,Liberal,Not employed,19,"Some college, no 4-year degree (including associate degree)",Yes,Other or mixed race (SPECIFY),Roman Catholic (Catholic),Don't know/Refused,LLO,18-24,SOME COLL,Hispanic,2.245283019
85,31100,Rhode Island,44007,44007,39300,Male,None,1,0,"Yes, born in U.S.",Missouri,Massachusetts,Independent,Liberal,Part-time,19,"Some college, no 4-year degree (including associate degree)",No,Asian,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000","Dual/few, some cell",18-24,SOME COLL,Other,6.071428571
86,31100,California,6037,06037,31080,Male,1 up to 5,0,1,"Yes, born in U.S.",California,Florida,Independent,Conservative,Part-time,18,High school graduate (Grade 12 or GED certificate),Yes,Other or mixed race (SPECIFY),Roman Catholic (Catholic),"Less than $10,000",LLO,18-24,HS GRAD,Hispanic,3.528301887
87,19100,Texas,48085,48085,19100,Male,1 up to 5,0,1,"Yes, born in U.S.",Missouri,Texas,Democrat,Very liberal,Full-time,33,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$75,000 to under $100,000",CPO,25-34,HS GRAD,White~H,5.208333333
88,19100,Texas,48113,48113,19100,Female,1 up to 5,0,1,"Yes, born in U.S.",Delaware,California,Democrat,Liberal,Full-time,50,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000","Dual/few, some cell",45-54,COLLEGE+,Black~H,3.285714286
89,19100,Texas,48113,48113,19100,Male,1 up to 5,0,1,"No, some other country",,Texas,Democrat,Moderate,Full-time,Don't know/Refused,High school incomplete (Grades 9-11),Yes,Black,Roman Catholic (Catholic),Don't know/Refused,Dual/most cell,,LT HS,Hispanic,5.166666667
90,19100,Texas,48113,48113,19100,Female,None,1,0,"No, some other country",,Don't know/Refused,Democrat,Moderate,Not employed,42,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$150,000 or more",Dual/most cell,35-44,SOME COLL,White~H,2.5
91,19100,Texas,48113,48113,19100,Female,1 up to 5,0,1,"Yes, born in U.S.",Texas,Texas,No preference (VOL.),Very conservative,Full-time,27,"Some college, no 4-year degree (including associate degree)",Yes,Other or mixed race (SPECIFY),Roman Catholic (Catholic),"$30,000 to under $40,000",CPO,25-34,SOME COLL,Hispanic,5.5
92,19100,Texas,48113,48113,19100,Female,6 up to 10,0,1,"Yes, born in U.S.",Texas,Hawaii,Independent,Moderate,Full-time,Don't know/Refused,"College graduate (B.S., B.A., or other 4-year degree)",No,Other or mixed race (SPECIFY),"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000","Dual/few, some cell",,COLLEGE+,Other,2.735849057
93,19100,Texas,48041,48041,17780,Male,1 up to 5,0,1,"Yes, born in U.S.",Texas,Illinois,Democrat,Moderate,Part-time,21,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000",CPO,18-24,SOME COLL,White~H,5.714285714
94,19100,Texas,48113,48113,19100,Female,1 up to 5,0,1,"Yes, born in U.S.",Arkansas,Montana,Republican,Conservative,Full-time,58,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",55-64,SOME COLL,White~H,2.660377358
95,19100,Texas,48113,48113,19100,Male,11 up to 20,0,1,"Yes, born in U.S.",Texas,California,Independent,Moderate,Part-time,18,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000",CPO,18-24,HS GRAD,Black~H,3.619047619
96,37980,Pennsylvania,42027,42027,44300,Female,None,1,0,"Yes, born in U.S.",Pennsylvania,Pennsylvania,Democrat,Liberal,Not employed,20,"Some college, no 4-year degree (including associate degree)",No,White,Agnostic (not sure if there is a God),"$75,000 to under $100,000",CPO,18-24,SOME COLL,White~H,3.375
97,37980,Pennsylvania,42017,42017,37980,Male,6 up to 10,0,1,"Yes, born in U.S.",Pennsylvania,North Carolina,Republican,Moderate,Full-time,35,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000",Dual/most cell,35-44,SOME COLL,White~H,2.354166667
98,37980,Pennsylvania,42101,42101,37980,Male,1 up to 5,0,1,"Yes, born in U.S.",Pennsylvania,Pennsylvania,Independent,Moderate,Full-time,69,High school graduate (Grade 12 or GED certificate),No,White,Jewish (Judaism),"$40,000 to under $50,000",LLO,65+,HS GRAD,White~H,3.666666667
99,37980,Pennsylvania,42091,42091,37980,Female,6 up to 10,0,1,"Yes, born in U.S.",Pennsylvania,Maine,Democrat,Liberal,Full-time,53,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$40,000 to under $50,000","Dual/few, some cell",45-54,COLLEGE+,White~H,1.641509434
100,37980,Pennsylvania,42101,42101,37980,Male,More than 20,0,1,"Yes, born in U.S.",Pennsylvania,Don't know/Refused,Republican,Moderate,Not employed,75,"None, or grade 1-8",No,Don't know/Refused,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",65+,LT HS,,5.5
101,37980,Pennsylvania,42101,42101,37980,Female,1 up to 5,0,1,"Yes, born in U.S.",Pennsylvania,Arizona,Independent,Moderate,Not employed,74,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),Don't know/Refused,"Dual/few, some cell",65+,HS GRAD,White~H,4.428571429
102,37980,Pennsylvania,42101,42101,37980,Female,11 up to 20,0,1,"Yes, born in U.S.",Pennsylvania,Pennsylvania,Don't know/Refused,Don't know/Refused,Not employed,19,High school graduate (Grade 12 or GED certificate),No,Black,Christian (VOL.),Don't know/Refused,LLO,18-24,HS GRAD,Black~H,4.904761905
103,37980,Pennsylvania,42101,42101,37980,Female,1 up to 5,0,1,"Yes, born in U.S.",Pennsylvania,Florida,No preference (VOL.),Don't know/Refused,Not employed,Don't know/Refused,"Technical, trade, or vocational school AFTER high school",No,White,Don't know/Refused,Don't know/Refused,LLO,,HS GRAD,White~H,4.761904762
104,37980,Pennsylvania,42045,42045,37980,Female,1 up to 5,0,1,"Yes, born in U.S.",Pennsylvania,Delaware,Republican,Conservative,Not employed,59,High school incomplete (Grades 9-11),No,White,Roman Catholic (Catholic),"$10,000 to under $20,000","Dual/few, some cell",55-64,LT HS,White~H,4.716981132
105,37980,Pennsylvania,42017,42017,37980,Male,11 up to 20,0,1,"Yes, born in U.S.",Pennsylvania,Pennsylvania,Democrat,Moderate,Full-time,35,High school graduate (Grade 12 or GED certificate),No,White,Jewish (Judaism),"$50,000 to under $75,000","Dual/few, some cell",35-44,HS GRAD,White~H,4.619047619
106,37980,Pennsylvania,42101,42101,37980,Male,None,1,0,"Yes, born in U.S.",New Jersey,Florida,Don't know/Refused,Liberal,Not employed,78,"Some college, no 4-year degree (including associate degree)",No,White,Jewish (Judaism),"$50,000 to under $75,000","Dual/few, some cell",65+,SOME COLL,White~H,2.333333333
107,37980,Pennsylvania,42101,42101,37980,Male,1 up to 5,0,1,"Yes, born in U.S.",Pennsylvania,Pennsylvania,Democrat,Liberal,Not employed,63,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000",LLO,55-64,SOME COLL,White~H,3.1875
108,37980,Pennsylvania,42017,42017,37980,Female,1 up to 5,0,1,"Yes, born in U.S.",Pennsylvania,Pennsylvania,Democrat,Moderate,Not employed,80,High school incomplete (Grades 9-11),No,White,Roman Catholic (Catholic),Don't know/Refused,LLO,65+,LT HS,White~H,5.166666667
109,37980,Pennsylvania,42101,42101,37980,Male,More than 20,0,1,"Yes, born in U.S.",Pennsylvania,Georgia,Democrat,Moderate,Full-time,41,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",35-44,HS GRAD,Black~H,4.857142857
110,37980,Pennsylvania,42101,42101,37980,Male,1 up to 5,0,1,"No, some other country",,Kentucky,Democrat,Liberal,Full-time,36,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more","Dual/few, some cell",35-44,COLLEGE+,White~H,3.380952381
111,37980,Pennsylvania,42017,42017,37980,Female,6 up to 10,0,1,"Yes, born in U.S.",Pennsylvania,North Carolina,Independent,Moderate,Part-time,54,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000","Dual/few, some cell",45-54,SOME COLL,White~H,2.642857143
112,37980,Pennsylvania,42101,42101,37980,Female,1 up to 5,0,1,"Yes, born in U.S.",New York,South Carolina,Democrat,Very conservative,Full-time,61,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",55-64,COLLEGE+,Black~H,1.791666667
113,37980,Pennsylvania,42017,42017,37980,Female,None,1,0,"No, some other country",,Colorado,Republican,Moderate,Full-time,48,"Technical, trade, or vocational school AFTER high school",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",45-54,HS GRAD,White~H,4.523809524
114,37980,Pennsylvania,42101,42101,37980,Female,None,1,0,"Yes, born in U.S.",New York,New York,Democrat,Liberal,Full-time,60,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Unitarian (Universalist) (VOL.),"$50,000 to under $75,000",Dual/most cell,55-64,COLLEGE+,White~H,1.377358491
115,17460,Ohio,39035,39035,17460,Male,More than 20,0,1,"Yes, born in U.S.",Ohio,California,Republican,Moderate,Full-time,39,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$75,000 to under $100,000","Dual/few, some cell",35-44,COLLEGE+,White~H,2.80952381
116,17460,Ohio,39035,39035,17460,Male,More than 20,0,1,"Yes, born in U.S.",Alabama,Florida,Democrat,Moderate,Part-time,63,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",55-64,HS GRAD,Black~H,5.404761905
117,17460,Ohio,39103,39103,17460,Male,1 up to 5,0,1,"Yes, born in U.S.",Ohio,North Carolina,Don't know/Refused,Liberal,Full-time,20,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),"$10,000 to under $20,000",CPO,18-24,HS GRAD,White~H,3.5625
118,17460,Ohio,39035,39035,17460,Female,1 up to 5,0,1,"Yes, born in U.S.",Ohio,Washington,Don't know/Refused,Moderate,Not employed,78,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),"$20,000 to under $30,000","Dual/few, some cell",65+,HS GRAD,White~H,3.433962264
119,17460,Ohio,39035,39035,17460,Female,11 up to 20,0,1,"Yes, born in U.S.",Mississippi,Ohio,Democrat,Moderate,Not employed,60,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,55-64,HS GRAD,Black~H,2.5
120,0,Illinois,17049,17049,20820,Female,1 up to 5,0,1,"Yes, born in U.S.",Illinois,Mississippi,Republican,Conservative,Part-time,58,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",55-64,HS GRAD,White~H,2
121,0,Illinois,17137,17137,27300,Female,11 up to 20,0,1,"Yes, born in U.S.",Illinois,Illinois,Republican,Conservative,Not employed,39,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more","Dual/few, some cell",35-44,COLLEGE+,White~H,2.928571429
122,0,Illinois,17117,17117,41180,Male,6 up to 10,0,1,"Yes, born in U.S.",Illinois,Illinois,Republican,Moderate,Part-time,62,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",CPO,55-64,SOME COLL,White~H,1.754716981
123,19180,Illinois,17183,17183,19180,Female,6 up to 10,0,1,"Yes, born in U.S.",Michigan,Idaho,Democrat,Moderate,Full-time,32,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000",Dual/most cell,25-34,SOME COLL,White~H,1.791666667
124,0,Illinois,17023,17023,#N/A,Female,More than 20,0,1,"Yes, born in U.S.",Indiana,Colorado,Democrat,Moderate,Full-time,43,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000",Dual/most cell,35-44,COLLEGE+,White~H,1.880952381
125,19500,Illinois,17115,17115,19500,Female,1 up to 5,0,1,"Yes, born in U.S.",Illinois,California,Democrat,Liberal,Not employed,64,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",55-64,COLLEGE+,White~H,1.047619048
126,0,Illinois,17049,17049,20820,Female,1 up to 5,0,1,"Yes, born in U.S.",Illinois,Colorado,Independent,Conservative,Full-time,58,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$40,000 to under $50,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.023809524
127,20260,Minnesota,27137,27137,20260,Female,1 up to 5,0,1,"Yes, born in U.S.",Iowa,California,Independent,Liberal,Full-time,64,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",LLO,55-64,SOME COLL,White~H,1.339622642
128,0,Minnesota,27007,27007,13420,Male,More than 20,0,1,"Yes, born in U.S.",Minnesota,California,Independent,Moderate,Part-time,21,"Technical, trade, or vocational school AFTER high school",No,Other or mixed race (SPECIFY),Nothing in particular,"$10,000 to under $20,000",CPO,18-24,HS GRAD,Other,4.716981132
129,20260,Minnesota,27137,27137,20260,Female,6 up to 10,0,1,"Yes, born in U.S.",Minnesota,Minnesota,Republican,Conservative,Full-time,27,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",25-34,COLLEGE+,White~H,2.69047619
